10	9830
10	18382
10	5061
10	14443
10	4257
10	3176
10	2251
10	6506
10	3503
10	30225
10	17530
10	10417
10	2551
10	1180
10	2416
10	12515
10	11769
10	16172
10	3237
10	46171
10	6894
10	8116
10	1295
10	11107
10	24537
9	1549
9	9283
9	4731
9	1431
9	30474
9	1588
9	8805
9	15596
9	2365
9	1765
9	9950
9	2849
9	2488
9	11423
9	13733
9	26232
9	3751
9	11601
9	17640
9	16294
9	1389
9	10832
9	2347
9	15720
9	3671
9	40695
9	15184
9	6176
9	4999
9	5440
9	12091
9	17497
8	3029
8	3571
8	4176
8	74372
8	11871
8	10893
8	25394
8	12583
8	20768
8	2215
8	8368
8	5328
8	7080
8	6943
8	2891
8	28602
8	4224
8	7098
8	2329
8	1068
8	2910
8	6759
8	29033
8	2447
8	2576
8	1414
8	24207
8	2401
8	18794
8	6831
8	20629
8	5027
8	1514
8	5421
8	5647
8	3250
8	11169
8	21215
8	1570
8	2473
8	4157
8	24604
8	29994
8	21856
8	6838
8	9482
8	30448
8	4228
8	1607
8	7570
8	10950
7	28712
7	7100
7	3702
7	5186
7	26532
7	18461
7	14289
7	15133
7	15259
7	2747
7	3100
7	7462
7	1284
7	2828
7	2140
7	6184
7	6643
7	1667
7	3583
7	3814
7	10575
7	11012
7	1558
7	2051
7	5689
7	10636
7	6060
7	1092
7	18456
7	11491
7	6999
7	28938
7	6933
7	1382
7	1807
7	9456
7	21110
7	6343
7	3042
7	1897
7	2221
7	6912
7	1990
7	22396
7	6805
7	8105
7	3137
7	30500
7	9492
7	22565
7	7636
7	1308
6	2804
6	1781
6	13708
6	2697
6	14833
6	2853
6	4509
6	1823
6	2424
6	37950
6	34225
6	2199
6	2917
6	2613
6	4672
6	2932
6	1354
6	6567
6	2301
6	17211
6	21453
6	2253
6	2080
6	2129
6	3780
6	6041
6	6658
6	2827
6	2886
6	2648
6	2394
6	1337
6	20365
6	6056
6	1908
6	1983
6	4683
6	5666
6	3276
6	20871
6	3802
6	2482
6	2326
6	1980
6	1322
6	11417
6	15591
6	14716
6	13852
6	3104
6	20574
6	2944
6	12652
6	4324
6	8614
6	10040
6	7319
6	36279
6	3330
6	3773
6	1231
5	1508
5	2060
5	1080
5	1510
5	8297
5	15168
5	11350
5	6484
5	5916
5	8740
5	31288
5	3017
5	3103
5	3131
5	2488
5	4117
5	1910
5	9956
5	2264
5	3981
5	4208
5	2295
5	1006
5	3584
5	4169
5	5954
5	1736
5	2581
5	3339
5	4241
5	12183
5	2011
5	14786
5	7199
5	1316
5	2030
5	3205
5	8919
5	5574
5	6903
5	4454
5	2350
5	5978
5	6221
5	2347
5	4531
5	6397
5	21239
5	1543
5	30451
5	1053
5	2013
5	24966
5	1747
5	2166
5	3961
5	4877
5	13070
5	23381
5	1618
5	3883
5	9021
5	8519
5	8882
5	18234
5	13933
5	1388
5	13877
5	17999
5	3117
5	9161
4	4451
4	2834
4	1539
4	7533
4	1783
4	2302
4	4834
4	3301
4	7909
4	3287
4	2458
4	6858
4	2014
4	12999
4	22139
4	1839
4	5439
4	4716
4	1479
4	1723
4	3863
4	2953
4	2101
4	3245
4	8608
4	4027
4	8721
4	4652
4	3557
4	2304
4	1262
4	2152
4	1198
4	4698
4	5236
4	44516
4	6377
4	1530
4	1951
4	7859
4	8400
4	7270
4	15391
4	17454
4	2390
4	6269
4	1119
4	6029
4	1087
4	5081
4	3950
4	6237
4	8289
4	10552
4	1147
4	4154
4	2972
4	4473
4	3284
4	4830
4	1413
4	2694
4	4408
4	3097
4	1455
4	8548
4	4934
4	15634
4	1658
4	7204
4	2757
4	1123
4	1196
4	14055
4	2172
4	3298
4	1059
4	1523
4	6413
4	5780
4	9397
4	6444
4	4275
4	2097
4	12057
4	2369
4	2001
4	6031
4	3083
3	1107
3	2644
3	1898
3	10385
3	6208
3	1664
3	5635
3	1759
3	31562
3	7213
3	12524
3	5095
3	6888
3	7743
3	11469
3	1093
3	10597
3	3449
3	1828
3	2731
3	3049
3	2270
3	2339
3	3540
3	5671
3	1768
3	1465
3	2572
3	4008
3	4326
3	4103
3	3299
3	2255
3	2903
3	2280
3	4860
3	2390
3	2452
3	1324
3	2735
3	1635
3	2241
3	2255
3	4008
3	4045
3	2300
3	16207
3	23005
3	14321
3	3729
3	8492
3	2316
3	1149
3	7736
3	3560
3	1669
3	16705
3	2808
3	4100
3	3645
3	4125
3	1379
3	3551
3	1461
3	2179
3	1863
3	5944
3	5808
3	2370
3	3178
3	16688
3	2677
3	13310
3	5867
3	1074
3	10054
3	1345
3	5796
3	4712
3	3452
3	4384
3	4512
3	3141
3	3036
3	6539
3	3589
3	5270
3	1486
3	1030
3	6202
3	11064
3	5047
3	3419
3	4587
3	5384
3	13445
3	5120
3	1436
3	3290
3	1771
3	1545
3	4612
3	3519
3	13851
3	1970
3	1082
3	7032
3	25134
2	1427
2	1090
2	6443
2	3749
2	7751
2	7484
2	2423
2	1519
2	1403
2	8442
2	2576
2	19302
2	13636
2	3204
2	9646
2	1126
2	15364
2	11660
2	5561
2	3211
2	2386
2	8869
2	5030
2	1429
2	2126
2	4376
2	4149
2	1910
2	3267
2	1565
2	2205
2	1567
2	1310
2	2984
2	1622
2	2965
2	4881
2	2948
2	3800
2	8567
2	1165
2	2966
2	16023
2	2504
2	27389
2	35678
2	1633
2	2105
2	6972
2	12011
2	1687
2	2994
2	1362
2	1018
2	2183
2	1165
2	1442
2	3714
2	2359
2	1370
2	1862
2	4868
2	2878
2	1126
2	2240
2	1052
2	15990
2	7645
2	5212
2	4203
2	17830
2	10289
2	1896
2	3018
2	2629
2	3343
2	10697
2	4008
2	2093
2	1169
2	3133
2	7952
2	3612
2	4152
2	9018
2	2489
2	1459
2	1576
2	3607
2	4297
2	2524
2	1344
2	4078
2	5484
2	2214
2	8490
2	6184
2	1963
2	5048
2	3310
2	7684
2	6516
2	4681
2	2232
2	4525
2	4582
2	2464
2	8329
2	4171
2	2506
2	8239
2	7140
2	16201
2	15986
2	11862
2	26808
2	16713
2	17816
2	2455
2	15731
2	3543
2	12581
2	5110
2	1667
2	2301
2	10612
2	5721
2	5760
2	10610
2	21755
2	37677
2	18679
2	1065
2	2809
2	2828
2	12872
2	1532
2	22554
2	1203
2	5005
2	5816
1	4095
1	7068
1	1645
1	2410
1	2420
1	4599
1	6834
1	3626
1	4335
1	3012
1	4489
1	19727
1	10508
1	2680
1	3941
1	1394
1	2030
1	2799
1	2568
1	3996
1	4954
1	1603
1	6279
1	2424
1	4405
1	3807
1	2420
1	3445
1	1216
1	1257
1	1163
1	3603
1	2749
1	1766
1	2647
1	5181
1	1107
1	3516
1	2494
1	6520
1	2922
1	3991
1	4774
1	1367
1	2606
1	6115
1	13760
1	6920
1	1265
1	2663
1	1205
1	2341
1	1012
1	1761
1	1799
1	3151
1	4422
1	5521
1	1957
1	2900
1	2587
1	7889
1	11862
1	14996
1	16524
1	4908
1	1260
1	2362
1	1701
1	18227
1	6343
1	2313
1	9130
1	1126
1	1112
1	1037
1	2918
1	2462
1	1282
1	16468
1	2650
1	4763
1	11765
1	1680
1	5417
1	11904
1	1173
1	4534
1	5075
1	2626
1	3001
1	3278
1	2590
1	5534
1	5970
1	1463
1	3371
1	42268
1	4418
1	2282
1	1324
1	15874
1	1160
1	1003
1	1415
1	1799
1	2033
1	1906
1	6889
1	2037
1	9447
1	6602
1	8584
1	11304
1	5277
1	1211
1	1074
1	2515
1	3667
1	3602
1	1187
1	1637
1	3108
1	2149
1	3211
1	1469
1	2580
1	15580
1	6904
1	2084
1	5453
1	6107
1	1865
1	2234
1	1191
1	4382
1	2912
1	3166
1	2226
1	1318
1	1079
1	2374
1	3568
1	2484
1	6624
1	1364
1	3579
1	4682
1	3936
1	9070
1	2671
1	2525
1	1019
1	1353
1	8628
1	1159
1	3192
1	1084
1	1353
1	2828
1	3353
1	4920
1	4205
1	2243
1	1945
1	1724
1	7352
1	2446
0	1394
0	3824
0	1935
0	2830
0	9695
0	1640
0	2564
0	1209
0	2305
0	16139
0	3064
0	4614
0	2522
0	2571
0	1940
0	3919
0	4172
0	4998
0	2542
0	1612
0	3782
0	1150
0	6294
0	2297
0	3334
0	13484
0	1028
0	3233
0	1751
0	1791
0	1048
0	4765
0	1144
0	8840
0	1401
0	1949
0	13916
0	8153
0	4021
0	3249
0	4370
0	1315
0	2286
0	1995
0	1225
0	30824
0	5530
0	1368
0	2135
0	2843
0	1130
0	2589
0	2301
0	1290
0	1962
0	5622
0	4047
0	1525
0	1260
0	4367
0	2472
0	1117
0	3319
0	1163
0	1080
0	4254
0	4338
0	1078
0	1512
0	2342
0	1904
0	1505
0	1967
0	1689
0	6665
0	1043
0	1505
0	1583
0	1178
0	3110
0	1619
0	1403
0	1042
0	4093
0	1168
0	1946
0	3130
0	2922
0	2764
0	6335
0	1476
0	3089
0	2270
0	11984
0	3837
0	5062
0	3693
0	2974
0	3641
0	4743
0	13616
0	17040
0	13630
0	1312
0	1217
0	1537
0	8553
0	5355
0	5983
0	10703
0	2249
0	2211
0	4934
0	2161
0	4965
0	4631
0	1145
0	1198
0	2628
0	1570
0	1243
0	1674
0	1869
0	2256
0	1416
0	1390
0	1172
0	1120
0	1040
0	1518
0	3673
0	1081
0	2585
0	1208
0	1234
0	1060
0	1581
0	2261
0	1375
0	1371
0	3349
0	1683
0	3094
0	1856
0	4263
0	2178
0	1176
0	1107
0	1609
0	3484
0	1161
0	3605
0	5106
0	2149
0	3335
0	1243
0	7134
0	3936
0	1979
0	2518
0	4819
0	1040
0	1150
0	1496
0	1759
0	4136
0	3652
0	4971
0	1666
0	1970
0	2127
0	2575
0	1087
0	2291
0	1273
0	1131
0	3148
0	2267
0	1056
0	2092
0	3615
0	1201
0	2717
0	3107
0	4864
0	1879
0	2535
0	1505
0	2516
0	6886
0	1412
0	2294
0	3379
0	6740
0	1027
0	2221
0	1812
0	1510
0	1825
0	1523
0	13909
0	4131
0	2377
0	12028
0	5616
0	1752
0	4652
0	12772
0	3318
0	1483
0	1642
0	7883
0	4482
0	1277
0	11454
0	1936
0	2772
0	1064
0	1075
0	10052
0	3706
0	3204
0	8420
0	20100
0	6540
0	6812
0	17373
0	3604
0	1235
0	1429
0	4168
0	1202
0	3389
0	3165
0	3549
0	1777
0	15562
0	5804
0	20606
0	5649
0	3045
0	9944
0	2109
0	2213
0	2044
0	6538
0	2003
0	3555
0	3655
0	2065
0	1635
0	2091
0	1204
0	9942
0	1837
0	4109
0	18516
0	2068
0	1522
0	1944
0	1111
0	6189
0	1706
0	1058
0	1483
0	1463
0	4008
0	2147
0	2479
0	5026
0	8819
0	3531
0	1178
0	1299
0	3864
0	2061
0	1099
0	1015
0	1012
0	1484
0	1241
0	2075
0	2079
0	1372
0	3141
0	2764
0	3267
0	1295
0	8527
0	1131
0	1269
0	2070
0	4343
0	8790
0	5231
0	3220
0	1183
0	1529
0	1963
0	4382
0	2048
0	2858
0	1411
0	1189
0	2499
0	5140
0	1828
0	3439
0	3993
0	4990
0	1334
0	1403
0	6368
0	6558
0	1293
0	2864
0	2422
0	5957
0	1991
0	1167
0	1036
0	6010
0	3378
0	4522
0	1826
0	10071
0	2820
0	1748
0	1172
0	4535
0	2407
0	2788
0	1498
0	1307
0	2032
0	1758
0	1575
0	2264
0	1398
0	1780
0	1512
0	1993
0	2502
0	2329
0	1948
0	2360
0	1030
0	6048
0	2517
0	3719
0	4186
0	1204
0	1821
0	1030
0	2516
0	3034
0	2284
0	1369
0	1614
0	2874
0	1612
0	1305
0	3802
0	1632
0	11149
0	5081
0	1242
0	2547
0	1232
0	1066
0	1127
0	1463
0	5609
0	23261
0	5178
0	2011
0	2168
0	1232
0	1810
0	1133
0	2222
0	1394
0	1801
0	1150
0	1997
0	7463
0	3702
0	1339
0	1124
0	2145
0	1446
0	1525
0	1511
0	1308
0	2647
0	2973
0	8659
0	1135
0	3156
0	2777
0	6528
0	2871
0	7439
0	3233
0	1108
0	42915
0	1943
0	10765
0	32612
0	2703
0	2800
0	19450
0	15362
0	11862
0	29974
0	6938
0	66701
0	2244
0	6030
0	30053
0	1579
0	3073
0	2847
0	1264
0	8449
0	2244
0	1046
0	42309
0	1048
0	1352
0	2663
0	2631
0	1377
0	6434
0	3317
0	10683
0	5847
0	3917
0	1016
0	3572
0	2309
0	1192
0	1534
0	1140
0	1005
0	1297
0	1530
0	1564
0	1165
0	17898
0	3146
0	1001
0	2393
0	1420
0	1089
0	1364
0	3493
0	2207
0	2261
0	8520
0	1441
0	1350
0	6785
0	6303
0	1869
0	3489
0	1190
0	2936
0	3945
0	6769
0	4943
0	1719
0	1019
0	4758
0	2019
0	1691
0	1118
0	3327
0	3415
0	3117
